Datasource,Campaign,Daily,Clicks,Impressions
Twitter Ads,Carfinder,09/04/19,8,147
Twitter Ads,Carfinder,09/05/19,4,134
Twitter Ads,Carfinder,09/06/19,6,193
Twitter Ads,Carfinder,09/07/19,2,156
Twitter Ads,Carfinder,09/08/19,2,90
Twitter Ads,Carfinder,09/09/19,4,89
Twitter Ads,Carfinder,09/10/19,4,165
Twitter Ads,Carfinder,09/11/19,4,129
Twitter Ads,Carfinder,09/12/19,7,189
Twitter Ads,Carfinder,09/13/19,2,140
Twitter Ads,Carfinder,09/14/19,1,114
Twitter Ads,Carfinder,09/15/19,1,99
Twitter Ads,Carfinder,09/16/19,2,128
Twitter Ads,Carfinder,09/17/19,3,142
Twitter Ads,Carfinder,09/18/19,2,125
Twitter Ads,Carfinder,09/19/19,4,140
Twitter Ads,Carfinder,09/20/19,15,240
Twitter Ads,Carfinder,09/21/19,7,127
Twitter Ads,Carfinder,09/22/19,5,110
Twitter Ads,Carfinder,09/23/19,9,129
Twitter Ads,Carfinder,09/24/19,8,173
Twitter Ads,Carfinder,09/25/19,5,164
Twitter Ads,Carfinder,09/26/19,5,140
Twitter Ads,Carfinder,09/27/19,7,162
Twitter Ads,Carfinder,09/28/19,7,170
Twitter Ads,Carfinder,09/29/19,2,127
Twitter Ads,Carfinder,09/30/19,7,158
Twitter Ads,DE | PLA,01/01/19,175,7145
Twitter Ads,DE | PLA,01/02/19,175,5894
Twitter Ads,DE | PLA,01/03/19,176,7425
Twitter Ads,DE | PLA,01/04/19,139,4758
Twitter Ads,DE | PLA,01/05/19,174,7457
Twitter Ads,DE | PLA,01/06/19,230,10380
Twitter Ads,DE | PLA,01/07/19,203,10465
Twitter Ads,DE | PLA,01/08/19,209,8825
Twitter Ads,DE | PLA,01/09/19,165,7799
Twitter Ads,DE | PLA,01/10/19,120,6446
Twitter Ads,DE | PLA,01/11/19,122,5056
Twitter Ads,DE | PLA,01/12/19,150,6117
Twitter Ads,DE | PLA,01/13/19,180,7212
Twitter Ads,DE | PLA,01/14/19,196,8828
Twitter Ads,DE | PLA,01/15/19,192,8636
Twitter Ads,DE | PLA,01/16/19,160,9157
Twitter Ads,DE | PLA,01/17/19,124,6825
Twitter Ads,DE | PLA,01/18/19,155,6988
Twitter Ads,DE | PLA,01/19/19,148,7197
Twitter Ads,DE | PLA,01/20/19,153,7043
Twitter Ads,DE | PLA,01/21/19,147,6348
Twitter Ads,DE | PLA,01/22/19,127,6487
Twitter Ads,DE | PLA,01/23/19,108,5698
Twitter Ads,DE | PLA,01/24/19,89,4795
Twitter Ads,DE | PLA,01/25/19,106,4624
Twitter Ads,DE | PLA,01/26/19,135,6489
Twitter Ads,DE | PLA,01/27/19,132,6556
Twitter Ads,DE | PLA,01/28/19,118,6446
Twitter Ads,DE | PLA,01/29/19,123,6496
Twitter Ads,DE | PLA,01/30/19,88,5660
Twitter Ads,DE | PLA,01/31/19,86,5065
Twitter Ads,DE | PLA,02/01/19,80,5306
Twitter Ads,DE | PLA,02/02/19,114,6278
Twitter Ads,DE | PLA,02/03/19,133,6287
Twitter Ads,DE | PLA,02/04/19,121,6471
Twitter Ads,DE | PLA,02/05/19,116,5959
Twitter Ads,DE | PLA,02/06/19,123,5814
Twitter Ads,DE | PLA,02/07/19,97,5305
Twitter Ads,DE | PLA,02/08/19,121,6649
Twitter Ads,DE | PLA,02/09/19,180,8547
Twitter Ads,DE | PLA,02/10/19,146,7608
Twitter Ads,DE | PLA,02/11/19,150,6414
Twitter Ads,DE | PLA,02/12/19,105,6231
Twitter Ads,DE | PLA,02/13/19,115,6088
Twitter Ads,DE | PLA,02/14/19,16,1233
Twitter Ads,DE | PLA,05/02/19,50,2880
Twitter Ads,DE | PLA,05/03/19,49,3862
Twitter Ads,DE | PLA,05/04/19,47,3613
Twitter Ads,DE | PLA,05/05/19,59,3729
Twitter Ads,DE | PLA,05/06/19,79,4666
Twitter Ads,DE | PLA,05/07/19,45,3635
Twitter Ads,DE | PLA,05/08/19,26,2778
Twitter Ads,DE | PLA,05/09/19,36,2755
Twitter Ads,DE | PLA,05/10/19,82,4232
Twitter Ads,DE | PLA,05/11/19,60,3393
Twitter Ads,DE | PLA,05/12/19,44,1647
Twitter Ads,DE | PLA,05/13/19,41,2949
Twitter Ads,DE | PLA,05/14/19,84,4578
Twitter Ads,DE | PLA,05/15/19,48,3507
Twitter Ads,DE | PLA,05/16/19,61,3817
Twitter Ads,DE | PLA,05/17/19,52,3690
Twitter Ads,DE | PLA,05/18/19,27,2214
Twitter Ads,DE | PLA,05/19/19,25,2636
Twitter Ads,DE | PLA,05/20/19,32,3174
Twitter Ads,DE | PLA,05/21/19,75,3738
Twitter Ads,DE | PLA,05/22/19,57,3787
Twitter Ads,DE | PLA,05/23/19,60,3287
Twitter Ads,DE | PLA,05/24/19,93,4653
Twitter Ads,DE | PLA,05/25/19,27,2606
Twitter Ads,DE | PLA,05/26/19,54,3691
Twitter Ads,DE | PLA,05/27/19,72,3901
Twitter Ads,DE | PLA,05/28/19,53,3500
Twitter Ads,DE | PLA,05/29/19,50,3140
Twitter Ads,DE | PLA,05/30/19,34,2399
Twitter Ads,DE | PLA,05/31/19,82,4161
Twitter Ads,DE | PLA,06/01/19,50,3552
Twitter Ads,DE | PLA,06/02/19,70,4152
Twitter Ads,DE | PLA,06/03/19,27,2447
Twitter Ads,DE | PLA,06/04/19,49,3255
Twitter Ads,DE | PLA,06/05/19,41,2722
Twitter Ads,DE | PLA,06/06/19,26,2135
Twitter Ads,DE | PLA,06/07/19,36,3653
Twitter Ads,DE | PLA,06/08/19,39,2879
Twitter Ads,DE | PLA,06/09/19,91,6223
Twitter Ads,DE | PLA,06/10/19,124,5964
Twitter Ads,DE | PLA,06/11/19,139,7455
Twitter Ads,DE | PLA,06/12/19,115,6815
Twitter Ads,DE | PLA,06/13/19,69,5532
Twitter Ads,DE | PLA,06/14/19,96,6209
Twitter Ads,DE | PLA,06/15/19,61,4798
Twitter Ads,DE | PLA,06/16/19,58,4548
Twitter Ads,DE | PLA,06/17/19,69,5251
Twitter Ads,DE | PLA,06/18/19,71,3699
Twitter Ads,DE | PLA,06/19/19,93,4974
Twitter Ads,DE | PLA,06/20/19,47,2474
Twitter Ads,DE | PLA,06/21/19,58,3206
Twitter Ads,DE | PLA,06/22/19,38,2407
Twitter Ads,DE | PLA,06/23/19,59,2928
Twitter Ads,DE | PLA,06/24/19,89,3818
Twitter Ads,DE | PLA,06/25/19,46,3017
Twitter Ads,DE | PLA,06/26/19,59,3052
Twitter Ads,DE | PLA,06/27/19,22,1896
Twitter Ads,DE | PLA,06/28/19,68,3549
Twitter Ads,DE | PLA,06/29/19,48,2985
Twitter Ads,DE | PLA,06/30/19,51,3837
Twitter Ads,DE | PLA,07/01/19,70,3887
Twitter Ads,DE | PLA,07/02/19,53,3699
Twitter Ads,DE | PLA,07/03/19,65,5301
Twitter Ads,DE | PLA,07/04/19,44,3392
Twitter Ads,DE | PLA,07/05/19,58,4466
Twitter Ads,DE | PLA,07/06/19,38,3399
Twitter Ads,DE | PLA,07/07/19,74,5191
Twitter Ads,DE | PLA,07/08/19,81,5550
Twitter Ads,DE | PLA,07/09/19,70,4612
Twitter Ads,DE | PLA,07/10/19,141,7632
Twitter Ads,DE | PLA,07/11/19,64,5641
Twitter Ads,DE | PLA,07/12/19,50,4495
Twitter Ads,DE | PLA,07/13/19,65,3926
Twitter Ads,DE | PLA,07/14/19,89,7371
Twitter Ads,DE | PLA,07/15/19,101,6445
Twitter Ads,DE | PLA,07/16/19,72,4714
Twitter Ads,DE | PLA,07/17/19,85,7456
Twitter Ads,DE | PLA,07/18/19,77,6696
Twitter Ads,DE | PLA,07/19/19,113,7954
Twitter Ads,DE | PLA,07/20/19,83,5866
Twitter Ads,DE | PLA,07/21/19,81,7254
Twitter Ads,DE | PLA,07/22/19,101,6883
Twitter Ads,DE | PLA,07/23/19,64,5406
Twitter Ads,DE | PLA,07/24/19,84,6554
Twitter Ads,DE | PLA,07/25/19,79,5981
Twitter Ads,DE | PLA,07/26/19,64,6185
Twitter Ads,DE | PLA,07/27/19,48,5139
Twitter Ads,DE | PLA,07/28/19,64,6531
Twitter Ads,DE | PLA,07/29/19,80,8556
Twitter Ads,DE | PLA,07/30/19,89,11296
Twitter Ads,DE | PLA,07/31/19,113,10854
Twitter Ads,DE | PLA,08/01/19,59,7390
Twitter Ads,DE | PLA,08/02/19,47,6219
Twitter Ads,DE | PLA,08/03/19,47,6230
Twitter Ads,DE | PLA,08/04/19,71,6573
Twitter Ads,DE | PLA,08/05/19,98,8317
Twitter Ads,DE | PLA,08/06/19,87,7511
Twitter Ads,DE | PLA,08/07/19,82,7049
Twitter Ads,DE | PLA,08/08/19,83,7611
Twitter Ads,DE | PLA,08/09/19,63,6681
Twitter Ads,DE | PLA,08/10/19,57,5560
Twitter Ads,DE | PLA,08/11/19,66,5936
Twitter Ads,DE | PLA,08/12/19,81,6902
Twitter Ads,DE | PLA,08/13/19,94,5049
Twitter Ads,DE | PLA,08/14/19,79,4863
Twitter Ads,DE | PLA,08/15/19,74,3710
Twitter Ads,DE | PLA,08/16/19,62,3428
Twitter Ads,DE | PLA,08/17/19,42,2586
Twitter Ads,DE | PLA,08/18/19,66,3928
Twitter Ads,DE | PLA,08/19/19,92,4873
Twitter Ads,DE | PLA,08/20/19,123,5031
Twitter Ads,DE | PLA,08/21/19,107,4602
Twitter Ads,DE | PLA,08/22/19,83,4416
Twitter Ads,DE | PLA,08/23/19,82,4050
Twitter Ads,DE | PLA,08/24/19,86,3405
Twitter Ads,DE | PLA,08/25/19,108,5050
Twitter Ads,DE | PLA,08/26/19,131,5437
Twitter Ads,DE | PLA,08/27/19,94,4058
Twitter Ads,DE | PLA,08/28/19,78,4259
Twitter Ads,DE | PLA,08/29/19,83,4070
Twitter Ads,DE | PLA,08/30/19,55,3095
Twitter Ads,DE | PLA,08/31/19,56,3374
Twitter Ads,DE | PLA,09/01/19,83,4951
Twitter Ads,DE | PLA,09/02/19,113,5321
Twitter Ads,DE | PLA,09/03/19,53,3812
Twitter Ads,DE | PLA,09/04/19,104,4864
Twitter Ads,DE | PLA,09/05/19,101,5347
Twitter Ads,DE | PLA,09/06/19,115,5576
Twitter Ads,DE | PLA,09/07/19,95,5257
Twitter Ads,DE | PLA,09/08/19,152,7550
Twitter Ads,DE | PLA,09/09/19,160,7029
Twitter Ads,DE | PLA,09/10/19,159,6832
Twitter Ads,DE | PLA,09/11/19,160,6568
Twitter Ads,DE | PLA,09/12/19,153,6962
Twitter Ads,DE | PLA,09/13/19,131,5599
Twitter Ads,DE | PLA,09/14/19,118,5394
Twitter Ads,DE | PLA,09/15/19,147,6574
Twitter Ads,DE | PLA,09/16/19,184,7168
Twitter Ads,DE | PLA,09/17/19,149,5277
Twitter Ads,DE | PLA,09/18/19,135,5530
Twitter Ads,DE | PLA,09/19/19,131,5054
Twitter Ads,DE | PLA,09/20/19,113,5186
Twitter Ads,DE | PLA,09/21/19,80,4199
Twitter Ads,DE | PLA,09/22/19,111,4872
Twitter Ads,DE | PLA,09/23/19,128,5725
Twitter Ads,DE | PLA,09/24/19,150,5720
Twitter Ads,DE | PLA,09/25/19,138,5949
Twitter Ads,DE | PLA,09/26/19,162,6298
Twitter Ads,DE | PLA,09/27/19,123,5630
Twitter Ads,DE | PLA,09/28/19,130,5032
Twitter Ads,DE | PLA,09/29/19,127,5404
Twitter Ads,DE | PLA,09/30/19,150,5856
Twitter Ads,DE | PLA,10/01/19,158,8216
Twitter Ads,DE | PLA,10/02/19,161,6497
Twitter Ads,DE | PLA,10/03/19,125,5700
Twitter Ads,DE | PLA,10/04/19,122,5715
Twitter Ads,DE | PLA,10/05/19,119,3589
Twitter Ads,DE | PLA,10/06/19,114,3760
Twitter Ads,DE | PLA,10/07/19,110,4820
Twitter Ads,DE | PLA,10/08/19,109,4209
Twitter Ads,DE | PLA,10/09/19,140,4907
Twitter Ads,DE | PLA,10/10/19,127,5190
Twitter Ads,DE | PLA,10/11/19,149,5165
Twitter Ads,DE | PLA,10/12/19,135,5109
Twitter Ads,DE | PLA,10/13/19,169,6049
Twitter Ads,DE | PLA,10/14/19,160,6615
Twitter Ads,DE | PLA,10/15/19,155,6508
Twitter Ads,DE | PLA,10/16/19,170,6586
Twitter Ads,DE | PLA,10/17/19,178,7616
Twitter Ads,DE | PLA,10/18/19,135,6467
Twitter Ads,DE | PLA,10/19/19,130,5691
Twitter Ads,DE | PLA,10/20/19,187,7802
Twitter Ads,DE | PLA,10/21/19,173,7530
Twitter Ads,DE | PLA,10/22/19,152,6167
Twitter Ads,DE | PLA,10/23/19,118,5943
Twitter Ads,DE | PLA,10/24/19,147,6242
Twitter Ads,DE | PLA,10/25/19,134,5478
Twitter Ads,DE | PLA,10/26/19,125,4853
Twitter Ads,DE | PLA,10/27/19,159,7083
Twitter Ads,DE | PLA,10/28/19,162,6928
Twitter Ads,DE | PLA,10/29/19,126,6514
Twitter Ads,DE | PLA,10/30/19,126,6302
Twitter Ads,DE | PLA,10/31/19,90,5160
Twitter Ads,DE | PLA,11/01/19,125,6139
Twitter Ads,DE | PLA,11/02/19,171,7268
Twitter Ads,DE | PLA,11/03/19,180,8899
Twitter Ads,DE | PLA,11/04/19,203,8332
Twitter Ads,DE | PLA,11/05/19,144,6964
Twitter Ads,DE | PLA,11/06/19,152,6839
Twitter Ads,DE | PLA,11/07/19,178,7221
Twitter Ads,DE | PLA,11/08/19,145,6590
Twitter Ads,DE | PLA,11/09/19,127,6241
Twitter Ads,DE | PLA,11/10/19,166,7890
Twitter Ads,DE | PLA,11/11/19,151,7858
Twitter Ads,DE | PLA,11/12/19,187,8176
Twitter Ads,DE | PLA,11/13/19,137,6934
Twitter Ads,DE | PLA,11/14/19,107,7150
Twitter Ads,DE | PLA,11/15/19,116,6948
Twitter Ads,DE | PLA,11/16/19,122,6818
Twitter Ads,DE | PLA,11/17/19,139,8485
Twitter Ads,DE | PLA,11/18/19,151,8814
Twitter Ads,DE | PLA,11/19/19,178,8723
Twitter Ads,DE | PLA,11/20/19,191,9423
Twitter Ads,DE | PLA,11/21/19,190,9074
Twitter Ads,DE | PLA,11/22/19,68,2708
Twitter Ads,DE | PLA,11/26/19,125,7173
Twitter Ads,DE | PLA,11/27/19,154,6757
Twitter Ads,DE | PLA,11/28/19,53,3650
Twitter Ads,DE | PLA,11/29/19,67,4510
Twitter Ads,DE | PLA,11/30/19,100,5440
Twitter Ads,DE | PLA,12/01/19,145,8229
Twitter Ads,DE | PLA,12/02/19,189,10778
Twitter Ads,DE | PLA,12/03/19,196,9853
Twitter Ads,DE | PLA,12/04/19,158,8404
Twitter Ads,DE | PLA,12/05/19,126,5047
Twitter Ads,DE | PLA,12/06/19,122,5265
Twitter Ads,DE | PLA,12/07/19,130,5722
Twitter Ads,DE | PLA,12/08/19,167,8424
Twitter Ads,DE | PLA,12/09/19,196,9437
Twitter Ads,DE | PLA,12/10/19,182,9215
Twitter Ads,DE | PLA,12/11/19,190,10141
Twitter Ads,DE | PLA,12/12/19,171,7476
Twitter Ads,DE | PLA,12/13/19,168,7526
Twitter Ads,DE | PLA,12/14/19,134,6718
Twitter Ads,DE | PLA,12/15/19,163,8736
Twitter Ads,DE | PLA,12/16/19,189,8510
Twitter Ads,DE | PLA,12/17/19,191,9012
Twitter Ads,DE | PLA,12/18/19,221,9422
Twitter Ads,DE | PLA,12/19/19,197,8671
Twitter Ads,DE | PLA,12/20/19,195,9108
Twitter Ads,DE | PLA,12/21/19,155,8269
Twitter Ads,DE | PLA,12/22/19,165,8079
Twitter Ads,DE | PLA,12/23/19,175,7203
Twitter Ads,DE | PLA,12/24/19,144,7837
Twitter Ads,DE | PLA,12/25/19,191,8761
Twitter Ads,DE | PLA,12/26/19,205,10707
Twitter Ads,DE | PLA,12/27/19,174,8735
Twitter Ads,DE | PLA,12/28/19,247,8737
Twitter Ads,DE | PLA,12/29/19,216,8042
Twitter Ads,DE | PLA,12/30/19,192,8239
Twitter Ads,DE | PLA,12/31/19,181,5675
Twitter Ads,DE|SN|Brand,01/01/19,17,39
Twitter Ads,DE|SN|Brand,01/02/19,20,43
Twitter Ads,DE|SN|Brand,01/03/19,24,50
Twitter Ads,DE|SN|Brand,01/04/19,18,48
Twitter Ads,DE|SN|Brand,01/05/19,20,43
Twitter Ads,DE|SN|Brand,01/06/19,20,37
Twitter Ads,DE|SN|Brand,01/07/19,19,43
Twitter Ads,DE|SN|Brand,01/08/19,19,34
Twitter Ads,DE|SN|Brand,01/09/19,15,43
Twitter Ads,DE|SN|Brand,01/10/19,8,25
Twitter Ads,DE|SN|Brand,01/11/19,21,49
Twitter Ads,DE|SN|Brand,01/12/19,21,46
Twitter Ads,DE|SN|Brand,01/13/19,18,37
Twitter Ads,DE|SN|Brand,01/14/19,17,48
Twitter Ads,DE|SN|Brand,01/15/19,18,43
Twitter Ads,DE|SN|Brand,01/16/19,18,63
Twitter Ads,DE|SN|Brand,01/17/19,15,33
Twitter Ads,DE|SN|Brand,01/18/19,16,36
Twitter Ads,DE|SN|Brand,01/19/19,13,31
Twitter Ads,DE|SN|Brand,01/20/19,17,32
Twitter Ads,DE|SN|Brand,01/21/19,19,40
Twitter Ads,DE|SN|Brand,01/22/19,10,35
Twitter Ads,DE|SN|Brand,01/23/19,15,41
Twitter Ads,DE|SN|Brand,01/24/19,8,25
Twitter Ads,DE|SN|Brand,01/25/19,12,36
Twitter Ads,DE|SN|Brand,01/26/19,23,38
Twitter Ads,DE|SN|Brand,01/27/19,9,18
Twitter Ads,DE|SN|Brand,01/28/19,18,36
Twitter Ads,DE|SN|Brand,01/29/19,16,35
Twitter Ads,DE|SN|Brand,01/30/19,7,37
Twitter Ads,DE|SN|Brand,01/31/19,19,40
Twitter Ads,DE|SN|Brand,02/01/19,16,38
Twitter Ads,DE|SN|Brand,02/02/19,18,34
Twitter Ads,DE|SN|Brand,02/03/19,11,33
Twitter Ads,DE|SN|Brand,02/04/19,9,30
Twitter Ads,DE|SN|Brand,02/05/19,15,32
Twitter Ads,DE|SN|Brand,02/06/19,14,34
Twitter Ads,DE|SN|Brand,02/07/19,14,25
Twitter Ads,DE|SN|Brand,02/08/19,11,29
Twitter Ads,DE|SN|Brand,02/09/19,12,25
Twitter Ads,DE|SN|Brand,02/10/19,10,22
Twitter Ads,DE|SN|Brand,02/11/19,12,26
Twitter Ads,DE|SN|Brand,02/12/19,7,20
Twitter Ads,DE|SN|Brand,02/13/19,14,42
Twitter Ads,DE|SN|Brand,02/14/19,1,6
Twitter Ads,DE|SN|Brand,02/15/19,7,22
Twitter Ads,DE|SN|Brand,02/16/19,8,14
Twitter Ads,DE|SN|Brand,02/17/19,5,10
Twitter Ads,DE|SN|Brand,02/18/19,5,15
Twitter Ads,DE|SN|Brand,02/19/19,2,9
Twitter Ads,DE|SN|Brand,02/20/19,11,16
Twitter Ads,DE|SN|Brand,02/21/19,4,11
Twitter Ads,DE|SN|Brand,02/22/19,1,11
Twitter Ads,DE|SN|Brand,02/23/19,6,12
Twitter Ads,DE|SN|Brand,02/24/19,7,10
Twitter Ads,DE|SN|Brand,02/25/19,6,13
Twitter Ads,DE|SN|Brand,02/26/19,1,6
Twitter Ads,DE|SN|Brand,02/27/19,4,15
Twitter Ads,DE|SN|Brand,02/28/19,5,15
Twitter Ads,DE|SN|Brand,03/01/19,4,12
Twitter Ads,DE|SN|Brand,03/02/19,2,16
Twitter Ads,DE|SN|Brand,03/03/19,5,17
Twitter Ads,DE|SN|Brand,03/04/19,7,32
Twitter Ads,DE|SN|Brand,03/05/19,8,16
Twitter Ads,DE|SN|Brand,03/06/19,6,10
Twitter Ads,DE|SN|Brand,03/07/19,4,11
Twitter Ads,DE|SN|Brand,03/08/19,10,24
Twitter Ads,DE|SN|Brand,03/09/19,6,14
Twitter Ads,DE|SN|Brand,03/10/19,6,12
Twitter Ads,DE|SN|Brand,03/11/19,7,27
Twitter Ads,DE|SN|Brand,03/12/19,4,12
Twitter Ads,DE|SN|Brand,03/13/19,9,16
Twitter Ads,DE|SN|Brand,03/14/19,5,24
Twitter Ads,DE|SN|Brand,03/15/19,4,7
Twitter Ads,DE|SN|Brand,03/16/19,9,12
Twitter Ads,DE|SN|Brand,03/17/19,4,24
Twitter Ads,DE|SN|Brand,03/18/19,4,12
Twitter Ads,DE|SN|Brand,03/19/19,6,21
Twitter Ads,DE|SN|Brand,03/20/19,1,17
Twitter Ads,DE|SN|Brand,03/21/19,7,16
Twitter Ads,DE|SN|Brand,03/22/19,3,10
Twitter Ads,DE|SN|Brand,03/23/19,1,7
Twitter Ads,DE|SN|Brand,03/24/19,3,13
Twitter Ads,DE|SN|Brand,03/25/19,7,15
Twitter Ads,DE|SN|Brand,03/26/19,0,8
Twitter Ads,DE|SN|Brand,03/27/19,3,8
Twitter Ads,DE|SN|Brand,03/28/19,6,21
Twitter Ads,DE|SN|Brand,03/29/19,7,12
Twitter Ads,DE|SN|Brand,03/30/19,4,9
Twitter Ads,DE|SN|Brand,03/31/19,5,11
Twitter Ads,DE|SN|Brand,04/01/19,2,17
Twitter Ads,DE|SN|Brand,04/02/19,11,16
Twitter Ads,DE|SN|Brand,04/03/19,9,22
Twitter Ads,DE|SN|Brand,04/04/19,1,7
Twitter Ads,DE|SN|Brand,04/05/19,8,16
Twitter Ads,DE|SN|Brand,04/06/19,5,20
Twitter Ads,DE|SN|Brand,04/07/19,5,15
Twitter Ads,DE|SN|Brand,04/08/19,9,19
Twitter Ads,DE|SN|Brand,04/09/19,7,13
Twitter Ads,DE|SN|Brand,04/10/19,4,11
Twitter Ads,DE|SN|Brand,04/11/19,2,9
Twitter Ads,DE|SN|Brand,04/12/19,2,6
Twitter Ads,DE|SN|Brand,04/13/19,6,9
Twitter Ads,DE|SN|Brand,04/14/19,12,19
Twitter Ads,DE|SN|Brand,04/15/19,6,14
Twitter Ads,DE|SN|Brand,04/16/19,3,15
Twitter Ads,DE|SN|Brand,04/17/19,6,9
Twitter Ads,DE|SN|Brand,04/18/19,5,11
Twitter Ads,DE|SN|Brand,04/19/19,2,9
Twitter Ads,DE|SN|Brand,04/20/19,6,10
Twitter Ads,DE|SN|Brand,04/21/19,4,11
Twitter Ads,DE|SN|Brand,04/22/19,7,10
Twitter Ads,DE|SN|Brand,04/23/19,4,15
Twitter Ads,DE|SN|Brand,04/24/19,9,17
Twitter Ads,DE|SN|Brand,04/25/19,7,19
Twitter Ads,DE|SN|Brand,04/26/19,2,13
Twitter Ads,DE|SN|Brand,04/27/19,5,8
Twitter Ads,DE|SN|Brand,04/28/19,12,18
Twitter Ads,DE|SN|Brand,04/29/19,7,16
Twitter Ads,DE|SN|Brand,04/30/19,5,15
Twitter Ads,DE|SN|Brand,05/01/19,7,10
Twitter Ads,DE|SN|Brand,05/02/19,3,9
Twitter Ads,DE|SN|Brand,05/06/19,8,17
Twitter Ads,DE|SN|Brand,05/07/19,4,13
Twitter Ads,DE|SN|Brand,05/08/19,4,14
Twitter Ads,DE|SN|Brand,05/09/19,17,51
Twitter Ads,DE|SN|Brand,05/10/19,6,22
Twitter Ads,DE|SN|Brand,05/11/19,5,8
Twitter Ads,DE|SN|Brand,05/12/19,3,10
Twitter Ads,DE|SN|Brand,05/13/19,7,10
Twitter Ads,DE|SN|Brand,05/14/19,8,11
Twitter Ads,DE|SN|Brand,05/15/19,3,6
Twitter Ads,DE|SN|Brand,05/16/19,5,16
Twitter Ads,DE|SN|Brand,05/17/19,7,10
Twitter Ads,DE|SN|Brand,05/18/19,5,10
Twitter Ads,DE|SN|Brand,05/19/19,4,7
Twitter Ads,DE|SN|Brand,05/20/19,2,10
Twitter Ads,DE|SN|Brand,05/21/19,4,18
Twitter Ads,DE|SN|Brand,05/22/19,1,15
Twitter Ads,DE|SN|Brand,05/23/19,5,20
Twitter Ads,DE|SN|Brand,05/24/19,9,16
Twitter Ads,DE|SN|Brand,05/25/19,8,10
Twitter Ads,DE|SN|Brand,05/26/19,6,20
Twitter Ads,DE|SN|Brand,05/27/19,4,14
Twitter Ads,DE|SN|Brand,05/28/19,5,13
Twitter Ads,DE|SN|Brand,05/29/19,6,12
Twitter Ads,DE|SN|Brand,05/30/19,8,17
Twitter Ads,DE|SN|Brand,05/31/19,4,8
Twitter Ads,DE|SN|Brand,06/01/19,4,12
Twitter Ads,DE|SN|Brand,06/02/19,0,4
Twitter Ads,DE|SN|Brand,06/03/19,5,13
Twitter Ads,DE|SN|Brand,06/04/19,5,10
Twitter Ads,DE|SN|Brand,06/05/19,2,6
Twitter Ads,DE|SN|Brand,06/06/19,1,8
Twitter Ads,DE|SN|Brand,06/07/19,8,19
Twitter Ads,DE|SN|Brand,06/08/19,2,6
Twitter Ads,DE|SN|Brand,06/09/19,3,5
Twitter Ads,DE|SN|Brand,06/10/19,5,19
Twitter Ads,DE|SN|Brand,06/11/19,11,19
Twitter Ads,DE|SN|Brand,06/12/19,7,18
Twitter Ads,DE|SN|Brand,06/13/19,6,8
Twitter Ads,DE|SN|Brand,06/14/19,2,5
Twitter Ads,DE|SN|Brand,06/15/19,3,12
Twitter Ads,DE|SN|Brand,06/16/19,5,18
Twitter Ads,DE|SN|Brand,06/17/19,3,11
Twitter Ads,DE|SN|Brand,06/18/19,10,16
Twitter Ads,DE|SN|Brand,06/19/19,4,19
Twitter Ads,DE|SN|Brand,06/20/19,5,12
Twitter Ads,DE|SN|Brand,06/21/19,6,23
Twitter Ads,DE|SN|Brand,06/22/19,4,7
Twitter Ads,DE|SN|Brand,06/23/19,5,18
Twitter Ads,DE|SN|Brand,06/24/19,6,12
Twitter Ads,DE|SN|Brand,06/25/19,8,15
Twitter Ads,DE|SN|Brand,06/26/19,5,14
Twitter Ads,DE|SN|Brand,06/27/19,4,8
Twitter Ads,DE|SN|Brand,06/28/19,8,14
Twitter Ads,DE|SN|Brand,06/29/19,6,6
Twitter Ads,DE|SN|Brand,06/30/19,1,8
Twitter Ads,DE|SN|Brand,07/01/19,3,7
Twitter Ads,DE|SN|Brand,07/02/19,2,8
Twitter Ads,DE|SN|Brand,07/03/19,2,19
Twitter Ads,DE|SN|Brand,07/04/19,2,7
Twitter Ads,DE|SN|Brand,07/05/19,3,9
Twitter Ads,DE|SN|Brand,07/06/19,1,11
Twitter Ads,DE|SN|Brand,07/07/19,7,14
Twitter Ads,DE|SN|Brand,07/08/19,2,9
Twitter Ads,DE|SN|Brand,07/09/19,7,8
Twitter Ads,DE|SN|Brand,07/10/19,1,11
Twitter Ads,DE|SN|Brand,07/11/19,6,15
Twitter Ads,DE|SN|Brand,07/12/19,3,11
Twitter Ads,DE|SN|Brand,07/13/19,7,10
Twitter Ads,DE|SN|Brand,07/14/19,11,17
Twitter Ads,DE|SN|Brand,07/15/19,8,20
Twitter Ads,DE|SN|Brand,07/16/19,2,12
Twitter Ads,DE|SN|Brand,07/17/19,11,22
Twitter Ads,DE|SN|Brand,07/18/19,2,6
Twitter Ads,DE|SN|Brand,07/19/19,2,11
Twitter Ads,DE|SN|Brand,07/20/19,3,6
Twitter Ads,DE|SN|Brand,07/21/19,2,6
Twitter Ads,DE|SN|Brand,07/22/19,5,17
Twitter Ads,DE|SN|Brand,07/23/19,5,12
Twitter Ads,DE|SN|Brand,07/24/19,2,3
Twitter Ads,DE|SN|Brand,07/25/19,3,12
Twitter Ads,DE|SN|Brand,07/26/19,6,14
Twitter Ads,DE|SN|Brand,07/27/19,4,5
Twitter Ads,DE|SN|Brand,07/28/19,2,10
Twitter Ads,DE|SN|Brand,07/29/19,3,11
Twitter Ads,DE|SN|Brand,07/30/19,13,26
Twitter Ads,DE|SN|Brand,07/31/19,4,10
Twitter Ads,DE|SN|Brand,08/01/19,4,14
